province;red;green;blue;x;x
2444;109;200;200;Golconda;x
2445;110;200;250;Kurnool;x
2446;111;220;250;Kosta;x
2447;112;250;250;Rayalaseema;x
2448;113;200;200;Morasanadu;x
2449;114;200;250;Arcot;x
2450;115;220;250;Agastiswaram;x
2451;116;250;250;Chola;x
2452;117;200;200;Tondainadu;x
2453;118;200;250;Kongu;x
2454;119;220;250;Tiruchirappalli;x
2455;120;250;250;Tanjore;x
2456;121;200;200;Madurai;x
2457;122;200;250;Tirunelveli;x
2458;123;220;250;Vanni;x
2459;124;250;250;Gampala;x
2460;125;200;200;Kotte;x
2461;126;200;250;Venad;x
2462;127;220;250;Kochin;x
2463;0;251;251;Maldives;x
2464;1;201;201;Diego Garcia;x
2465;2;201;251;Malabar;x
2466;3;221;251;South Kanara;x
2467;4;251;251;Mysore;x
2468;5;201;201;Malenadu;x
2469;6;201;251;North Kanara;x
2470;7;221;251;Savanur;x
2471;8;251;251;Vijayanagar;x
2472;9;201;201;Raichur Doab;x
2473;10;201;251;Gulbarga;x
2474;11;221;251;Bijapur;x
2475;12;251;251;Goa;x
2476;13;201;201;Malvan;x
2477;14;201;251;Desh;x
2478;15;221;251;Chaul;x
2479;16;251;251;Kukin Tana;x
2480;17;201;201;Pune;x
2481;18;201;251;Marathwada;x
2482;19;221;251;Bidar;x
2483;20;251;251;Mahur;x
2484;21;201;201;Chanda;x
2485;22;201;251;East Berar;x
2486;23;221;251;West Berar;x
2487;24;251;251;Khandesh;x
2488;25;201;201;Baglana;x
2489;26;201;251;Surat;x
2490;27;221;251;Khandesh;x
2491;28;251;251;Mandu;x
2492;29;201;201;Bhilsa;x
2493;30;201;251;Mahadeo;x
2494;31;221;251;Mandla;x
2495;32;251;251;Bhojpur;x
2496;33;201;201;Baghelkhand;x
2497;34;201;251;Varanasi;x
2498;35;221;251;Allahabad;x
2499;36;251;251;Etawah;x
2500;37;201;201;Kalpi;x
2501;38;201;251;Rewa;x
2502;39;221;251;Bhopal;x
2503;40;251;251;Mandsaur;x
2504;41;201;201;Rewakantha;x
2505;42;201;251;Vadodara;x
2506;43;221;251;Khonj;x
2507;44;251;251;Bhavnagar;x
2508;45;201;201;Girnar;x
2509;46;201;251;Navanagar;x
2510;47;221;251;Rajkot;x
2511;48;251;251;Kutch;x
2512;49;201;201;Patan;x
2513;50;201;251;Mewar;x
2514;51;221;251;Ajmer;x
2515;52;251;251;Chittor;x
2516;53;201;201;Chittorgarh;x
2517;54;201;251;Gird;x
2518;55;221;251;Central Doab;x
2519;56;251;251;Delhi;x
2520;57;201;201;Mewat;x
2521;58;201;251;Dhundar;x
2522;59;221;251;Shekhawati;x
2523;60;251;251;Jangladesh;x
2524;61;201;201;Nagaur;x
2525;62;201;251;Gorwar;x
2526;63;221;251;Marwar;x
2527;64;251;251;Jaisalmer;x
2528;65;201;201;Umarkot;x
2529;66;201;251;Thatta;x
2530;67;221;251;Schwan;x
2531;68;251;251;Bhakkar;x
2532;69;201;201;Cholistan;x
2533;70;201;251;Multan;x
2534;71;221;251;Bhattiana;x
2535;72;251;251;Panipat;x
2536;73;201;201;Amritsar;x
2537;74;201;251;Doaba;x
2538;75;221;251;Lahore;x
2539;76;251;251;Sind Sagar;x
2540;77;201;201;Shikarpur;x
2541;78;201;251;Peshawar;x
2542;79;221;251;Margalla;x
2543;80;251;251;Baltistan;x
2544;81;201;201;Ladakh;x
2545;82;201;251;Kashmir;x
2546;83;221;251;Nagarkot;x
2547;84;251;251;Garhwal;x
2548;85;201;201;Upper Doab;x
2549;86;201;251;Katehar;x
2550;87;221;251;Kumaon;x
2551;88;251;251;Baisi Rajya;x
2552;89;201;201;Karashar;x
2553;90;201;251;Lucknow;x
2554;91;221;251;Jaunpur;x
2555;92;251;251;Gorakhpur;x
2556;93;201;201;Chaubisi Rajya;x
2557;94;201;251;Katmandu;x
2558;95;221;251;Limbuwan;x
2559;96;251;251;Tirhut;x
2560;97;201;201;Bhagalpur;x
2561;98;201;251;Bihar;x
2562;99;221;251;Damin;x
2563;100;251;251;Lakhnor;x
2564;101;201;201;Yashilkul;x
2565;102;201;251;Badakhshan;x
2566;103;221;251;Kulob;x
2567;104;251;251;Samarkand;x
2568;105;201;201;Qarshi;x
2569;106;201;251;Charjuy;x
2570;107;221;251;Maymana;x
2571;108;251;251;Balkh;x
2572;109;201;201;Kunduz;x
2573;110;201;251;Jalalabad;x
2574;111;221;251;Kabulistan;x
2575;112;251;251;Gazni;x
2576;113;201;201;Kandahar;x
2577;114;201;251;Bamyan;x
2578;115;221;251;Ghor;x
2579;116;251;251;Quetta;x
2580;117;201;201;Siwi;x
2581;118;201;251;Behbahan;x
2582;119;221;251;Khalat;x
2583;120;251;251;Bela;x
2584;121;201;201;Gwadar;x
2585;122;201;251;Kharan;x
2586;123;221;251;Chagai;x
2587;124;251;251;Bust;x
2588;125;201;201;Ferah;x
2589;126;201;251;Herat;x
2590;127;221;251;Birjand;x
2591;0;252;252;Sistan;x
2592;1;202;202;Kohistan;x
2593;2;202;252;Chabahar;x
2594;3;222;252;Hormoz;x
2595;4;252;252;Bam;x
2596;5;202;202;Kerman;x
2597;6;202;252;Bandar Langeh;x
2598;7;222;252;Larestan;x
2599;8;252;252;Rafsanjan;x
2600;9;202;202;Bushehr;x
2601;10;202;252;Sarvestan;x
2602;11;222;252;Yazd;x
2603;12;252;252;Ardakan;x
2604;13;202;202;Sabzevar;x
2605;14;202;252;Qumis;x
2606;15;222;252;Golestan;x
2607;16;252;252;Mazandaran;x
2608;17;202;202;Semnan;x
2609;18;202;252;Iraq-E Ajam;x
2610;19;222;252;Markazi;x
2611;20;252;252;Esfahan;x
2612;21;202;202;Yasuj;x
2613;22;202;252;Khuzestan;x
2614;23;222;252;Lorestan;x
2615;24;252;252;Ilam;x
2616;25;202;202;Kirmanshah;x
2617;26;202;252;Hamadan;x
2618;27;222;252;Qazvin;x
2619;28;252;252;Gilan;x
2620;29;202;202;Ardalan;x
2621;30;202;252;Zanjan;x
2622;31;222;252;Maragheh;x
2623;32;252;252;Tabriz;x
2624;33;202;202;Ardabil;x
2625;34;202;252;Baku;x
2626;35;222;252;Samaxi;x
2627;36;252;252;Ad-Deir;x
2628;37;202;202;Kakheti;x
2629;38;202;252;Kutiasi;x
2630;39;222;252;Ajaria;x
2631;40;252;252;Abkhazia;x
2632;41;202;202;Aran;x
2633;42;202;252;Turuberan;x
2634;43;222;252;Armenia;x
2635;44;252;252;Karabakh;x
2636;45;202;202;Vaspurakan;x
2637;46;202;252;Van;x
2638;47;222;252;Aghdznik;x
2639;48;252;252;Urmia;x
2640;49;202;202;Amida;x
2641;50;202;252;Ardabil;x
2642;51;222;252;Duhok;x
2643;52;252;252;As Sahiliyah;x
2644;53;202;202;Mosul;x
2645;54;202;252;Shahrizor;x
2646;55;222;252;Samarra;x
2647;56;252;252;Karbala;x
2648;57;202;202;Iraq-I Arab;x
2649;58;202;252;Wasit;x
2650;59;222;252;Samawah;x
2651;60;252;252;Basra;x
2652;61;202;202;Grane;x
2653;62;202;252;Hafar;x
2654;63;222;252;Jabal Shammar;x
2655;64;252;252;Unaizah;x
2656;65;202;202;Tamara;x
2657;66;202;252;Faluj;x
2658;67;222;252;Najd;x
2659;68;252;252;Yabrin;x
2660;69;202;202;Al Hasa;x
2661;70;202;252;Hofuf;x
2662;71;222;252;Qatar;x
2663;72;252;252;Bahrain;x
2664;73;202;202;Abd Al Qayn;x
2665;74;202;252;Beni Yas;x
2666;75;222;252;Liwa;x
2667;76;252;252;Qawasim;x
2668;77;202;202;Nizwa;x
2669;78;202;252;Suhar;x
2670;79;222;252;Muscat;x
2671;80;252;252;Sharqiyah;x
2672;81;202;202;Wusta;x
2673;82;202;252;Dhofar;x
2674;83;222;252;Mahra;x
2675;84;252;252;Hadramawt;x
2676;85;202;202;Kinda;x
2677;86;202;252;Aden;x
2678;87;222;252;Mocha;x
2679;88;252;252;Sana'A;x
2680;89;202;202;Al Jawf;x
2681;90;202;252;Najran;x
2682;91;222;252;Jazan;x
2683;92;252;252;Asir;x
2684;93;202;202;Truba;x
2685;94;202;252;Jeddah;x
2686;95;222;252;Mecca;x
2687;96;252;252;Ma'din Sulaym;x
2688;97;202;202;Yanbu;x
2689;98;202;252;Medina;x
2690;99;222;252;Tayma;x
2691;100;252;252;Tabouk;x
2692;101;202;202;Maan;x
2693;102;202;252;Al Karak;x
2694;103;222;252;Hawran;x
2695;104;252;252;Negev;x
2696;105;202;202;Gaza;x
2697;106;202;252;Judea;x
2698;107;222;252;Sidon;x
2699;108;252;252;Damascus;x
2700;109;202;202;Tadmor;x
2701;110;202;252;Rahba;x
2702;111;222;252;Hammah;x
2703;112;252;252;Tarabulus;x
2704;113;202;202;Antioch;x
2705;114;202;252;Aleppo;x
2706;115;222;252;Antep;x
2707;116;252;252;Urfa;x
2708;117;202;202;Ar-Raqqah;x
2709;118;202;252;Sinai;x
2710;119;222;252;Damietta;x
2711;120;252;252;Suez;x
2712;121;202;202;Al Qusayr;x
2713;122;202;252;Aswan;x
2714;123;222;252;Qus;x
2715;124;252;252;Asyut;x
2716;125;202;202;Minya;x
2717;126;202;252;Cairo;x
2718;127;222;252;Fayum;x
2719;0;253;253;Tanta;x
2720;1;203;203;Delta;x
2721;2;203;253;Alexandria;x
2722;3;223;253;Matruh;x
2723;4;253;253;Barqah;x
2724;5;203;203;Derna;x
2725;6;203;253;Ajdabiya;x
2726;7;223;253;Sirte;x
2727;8;253;253;Tripoli;x
2728;9;203;203;Gabes;x
2729;10;203;253;Djerba;x
2730;11;223;253;Sfax;x
2731;12;253;253;Gafsa;x
2732;13;203;203;Kairouan;x
2733;14;203;253;Susa;x
2734;15;223;253;Tunis;x
2735;16;253;253;Bizerte;x
2736;17;203;203;Annaba;x
2737;18;203;253;Constantine;x
2738;19;223;253;Biskra;x
2739;20;253;253;Bejaia;x
2740;21;203;203;Algiers;x
2741;22;203;253;Tiaret;x
2742;23;223;253;Saida;x
2743;24;253;253;Oran;x
2744;25;203;203;Tlemcen;x
2745;26;203;253;Oujda;x
2746;27;223;253;Melilla;x
2747;28;253;253;Ceuta;x
2748;29;203;203;Tangier;x
2749;30;203;253;Fez;x
2750;31;223;253;Rabat;x
2751;32;253;253;Meknas;x
2752;33;203;203;Casablanca;x
2753;34;203;253;Marrakesh;x
2754;35;223;253;Tassurt;x
2755;36;253;253;Sijilmassa;x
2756;37;203;203;Warzazat;x
2757;38;203;253;Souss;x
2758;39;223;253;Guelmim;x
2759;40;253;253;Ifni;x
2760;41;203;203;Saqiyah Al-Hamra'a;x
2761;42;203;253;Walata;x
2762;43;223;253;Arawan;x
2763;44;253;253;Taoudeni;x
2764;45;203;203;Tuat;x
2765;46;203;253;Laghwat;x
2766;47;223;253;Wargla;x
2767;48;253;253;Ghadammes;x
2768;49;203;203;Tadmekka;x
2769;50;203;253;Agadez;x
2770;51;223;253;Bilma;x
2771;52;253;253;Ghat;x
2772;53;203;203;Murzuq;x
2773;54;203;253;Zella;x
2774;55;223;253;Siwa;x
2775;56;253;253;Kharga;x
2776;57;203;203;Nobatia;x
2777;58;203;253;Dotawo;x
2778;59;223;253;Makuria;x
2779;60;253;253;Mereo;x
2780;61;203;203;Alodia;x
2781;62;203;253;White Nile;x
2782;63;223;253;Sennar;x
2783;64;253;253;Blue Nile;x
2784;65;203;203;Butana;x
2785;66;203;253;Tigray;x
2786;67;223;253;Aksum;x
2787;68;253;253;Suakin;x
2788;69;203;203;Massawa;x
2789;70;203;253;Debarwa;x
2790;71;223;253;Dankali;x
2791;72;253;253;Taadjuura;x
2792;73;203;203;Mora;x
2793;74;203;253;Ifat;x
2794;75;223;253;Harar;x
2795;76;253;253;Zeila;x
2796;77;203;203;Berbera;x
2797;78;203;253;Dakkar;x
2798;79;223;253;Warsangam;x
2799;80;253;253;Majerteen;x
2800;81;203;203;Socotra;x
2801;82;203;253;Gaalkakyo;x
2802;83;223;253;Hohbyo;x
2803;85;203;203;Maareg;x
2804;86;203;253;Qelafo;x
2805;87;223;253;Mogadishu;x
2806;88;253;253;Barawa;x
2807;89;203;203;Juuba;x
2808;90;203;253;Baydoha;x
2809;91;223;253;Luuq;x
2810;92;253;253;Gidayo;x
2811;93;203;203;Hargaya;x
2812;94;203;253;Dawaro;x
2813;95;223;253;Baale;x
2814;96;253;253;Arbabni;x
2815;97;203;203;Welamo;x
2816;98;203;253;Hadiya;x
2817;99;223;253;Wollo;x
2818;100;253;253;Lasta;x
2819;101;203;203;Gondar;x
2820;102;203;253;Dembiya;x
2821;103;223;253;Shewa;x
2822;104;203;203;Gojiam;x
2823;106;203;253;Agew;x
2824;107;223;253;Damo;x
2825;108;253;253;Kambaata;x
2826;109;203;203;Keffa;x
2827;110;203;253;Equatoria;x
2828;0;0;232;Manikya;x
2829;1;0;236;Inhambane;x
2830;2;0;240;Maputo;x
2831;3;0;244;Transvaal;x
2832;4;0;248;Gauteng;x
2833;5;0;232;Swaziland;x
2834;6;0;236;Kwazulu;x
2835;7;0;240;Natal;x
2836;8;0;244;Transkei;x
2837;9;0;248;Lesotho;x
2838;10;0;232;Orange;x
2839;11;0;236;Upper Karoo;x
2840;12;0;240;Great Karoo;x
2841;13;0;244;Ciskei;x
2842;14;0;248;Cape Town;x
2843;15;0;232;Namaqualand;x
2844;16;0;236;Atandroy;x
2845;17;0;240;Mahafaly;x
2846;19;0;248;Bara;x
2847;20;0;232;Betsiloa;x
2848;21;0;236;Antesaka;x
2849;22;0;240;Betsimisaraka;x
2850;23;0;244;Merina;x
2851;24;0;248;Menabe;x
2852;25;0;232;Mahajanga;x
2853;26;0;236;Sikhana;x
2854;27;0;240;Tsimehety;x
2855;28;0;244;Antankarana;x
2856;29;0;248;Ndzwani;x
2857;30;0;232;Comoros;x
2858;31;0;236;Île Bourbon;x
2859;32;0;240;Mauritius;x
2860;33;0;244;Mahé;x
2861;34;0;248;Cocos Island;x
2862;35;0;232;Wadjuk;x
2863;36;0;236;Kaurna;x
2864;37;0;240;Paredarerme;x
2865;38;0;244;Woiworung;x
2866;39;0;248;Eora;x
2867;40;0;232;Bundjalung;x
2868;62;206;252;Gubbi Gubbi;x
2869;180;85;67;Hormuz;x
2870;62;230;252;Aorangi;x
2871;62;218;252;Timaru;x
2872;62;234;252;Taranaki;x
2873;62;210;252;Wairoa;x
2874;49;150;248;Vanuatu;x
2875;105;225;255;Arica;x
2876;93;0;244;Caranga;x
2877;94;0;248;Moxos;x
2878;136;253;253;Arequipa;x
2879;95;200;200;Sayultecas;x
2880;60;221;221;Totorames;x
2881;53;116;109;Baoding;x
2882;88;234;219;Onan Gol;x
2883;108;184;176;Laconia;x
2884;125;219;209;Messenia;x
2885;52;138;129;Argyrokastro;x
2886;90;189;179;Caliacra;x
2887;129;225;215;Skopje;x
2888;48;183;217;Kosovo;x
2889;74;56;255;Buda;x
2890;201;158;64;Fehér;x
2891;73;40;64;Szabolcs;x
2892;74;44;192;Békés;x
2893;74;52;128;Nógrád;x
2894;74;48;0;Csongrád;x
2895;202;54;192;Komárom;x
2896;133;48;154;Bihar;x
2897;23;175;183;Manahoac;x
2898;7;35;1;Central Africa;x
2899;81;16;189;Leipzig;x
2900;128;67;229;Anhalt;x
2901;123;56;234;Münster;x
2902;97;28;213;Berg;x
2903;74;44;126;Tenkodogo;x
2904;123;79;196;Bielefeld;x
2905;83;40;155;Westfalen;x
2906;79;73;148;Aksu;x
2907;199;142;173;Nikki;x
2908;73;36;126;Gao;x
2909;201;38;173;Haayre;x
2910;201;34;79;Gurma;x
2911;218;221;77;Lake Tchad;x
2912;67;0;240;Midway;x
2913;73;32;32;Dagomba;x
2914;201;158;173;Kumasi;x
2915;224;113;31;Kanawha;x
2916;200;154;79;Denkyira;x
2917;176;160;49;Brazil-Malvinas Confluence Zone;x
2918;72;156;126;Volta;x
2919;72;152;32;Xweda;x
2920;137;44;33;Acapulco Bay;x
2921;72;148;126;Popo;x
2922;200;150;173;Abomey;x
2923;204;78;173;Bate;x
2924;204;82;79;Bambuk;x
2925;203;70;173;Kaarta;x
2926;75;68;126;Koumbi Saleh;x
2927;204;74;79;Khasso;x
2928;203;66;79;Segou;x
2929;75;64;32;Macina;x
2930;189;110;220;Unused1
2931;207;110;219;Unused2
2932;191;110;220;Unused3
2933;192;110;220;Unused4
2934;193;110;220;Unused5
2935;194;110;220;Unused6
2936;195;110;220;Unused7
2937;196;110;220;Unused8
2938;197;110;220;Unused9
2939;199;110;220;Unused10
2940;200;110;220;Unused11
2941;201;110;220;Unused12
2942;202;110;220;Unused13
2943;203;110;220;Unused14
2944;204;110;220;Unused15
2945;205;110;220;Unused16
2946;206;110;220;Unused17
2947;207;110;220;Unused18
2948;207;110;221;Unused19
2949;207;110;222;Unused20
2950;207;110;223;Unused11
2951;207;110;224;Unused12
2952;207;110;225;Unused13
2953;207;110;226;Unused14
2954;207;110;227;Unused15
2955;207;110;228;Unused16
2956;207;110;229;Unused17
2957;207;110;230;Unused18
2958;207;110;231;Unused19
2959;207;110;232;Unused20
2960;207;110;233;Unused21
2961;207;110;234;Unused22
2962;207;110;235;Unused23
2963;207;110;236;Unused24
2964;207;110;237;Unused25
2965;207;110;238;Unused26
2966;207;110;239;Unused27
2967;207;110;240;Unused28
2968;207;110;241;Unused29
2969;207;110;242;Unused30
2970;207;110;243;Unused31
2971;207;110;244;Unused32
2972;207;110;245;Unused33
2973;207;110;246;Unused34
2974;207;110;247;Unused35
2975;207;110;248;Unused36
2976;207;110;249;Unused37
2977;207;110;250;Unused38
2978;208;110;1;Unused39
2979;207;110;2;Unused40
2980;207;110;3;Unused41
2981;207;110;4;Unused42
2982;207;110;5;Unused43
2983;207;110;6;Unused44
2984;207;110;7;Unused45
2985;207;110;8;Unused46
2986;207;110;9;Unused47
2987;207;110;10;Unused48
2988;207;110;11;Unused49
2989;207;110;12;Unused50
2990;207;110;13;Unused51
2991;207;110;14;Unused52
2992;207;110;15;Unused53
2993;207;110;16;Unused54
2994;207;110;17;Unused55
2995;207;110;18;Unused56
2996;207;110;19;Unused57
2997;207;110;20;Unused58
2998;207;110;21;Unused59
2999;207;110;22;Unused60
3000;207;110;23;Unused61
3001;207;110;24;Unused62
3002;207;110;25;Unused63
3003;207;110;26;Unused64
3004;207;110;27;Unused65
3005;207;110;28;Unused66
3006;207;110;29;Unused67
3007;207;110;30;Unused68
3008;207;110;31;Unused69
3009;207;110;32;Unused70
3010;207;110;33;Unused71
3011;207;110;34;Unused72
3012;207;110;35;Unused73
3013;207;110;36;Unused74
3014;207;110;37;Unused75
3015;207;110;38;Unused76
3016;207;110;39;Unused77
3017;207;110;40;Unused78
3018;207;110;41;Unused79
3019;207;110;42;Unused80
3020;207;110;43;Unused81
3021;207;110;44;Unused82
3022;207;110;45;Unused83
3023;207;110;46;Unused84
3024;207;110;47;Unused85
3025;207;110;48;Unused86
3026;207;110;49;Unused87
3027;207;110;50;Unused88
3028;207;110;51;Unused89
3029;207;110;52;Unused90
3030;207;110;53;Unused91
3031;207;110;54;Unused92
3032;207;110;55;Unused93
3033;207;110;56;Unused94
3034;207;110;57;Unused95
3035;207;110;58;Unused96
3036;207;110;59;Unused97
3037;207;110;60;Unused98
3038;207;110;61;Unused99
3039;207;110;62;Unused100
3040;207;110;63;Unused101
3041;207;110;64;Unused102
3042;207;110;65;Unused103
3043;207;110;66;Unused104
3044;207;110;67;Unused105
3045;207;110;68;Unused106
3046;207;110;69;Unused107
3047;207;110;70;Unused108
3048;207;110;71;Unused109
3049;207;110;72;Unused110
3050;207;110;73;Unused111
3051;207;110;74;Unused112
3052;207;110;75;Unused113
3053;207;110;76;Unused114
3054;207;110;77;Unused115
3055;207;110;78;Unused116
3056;207;110;79;Unused117
3057;207;110;80;Unused118
3058;207;110;81;Unused119
3059;207;110;82;Unused120
3060;207;110;83;Unused121
3061;207;110;84;Unused122
3062;207;110;85;Unused123
3063;207;110;86;Unused124
3064;207;110;87;Unused125
3065;207;110;88;Unused126
3066;207;110;89;Unused127
3067;207;110;90;Unused128
3068;207;110;91;Unused129
3069;207;110;92;Unused130
3070;207;110;93;Unused131
3071;207;110;94;Unused132
3072;207;110;95;Unused133
3073;207;110;96;Unused134
3074;207;110;97;Unused135
3075;207;110;98;Unused136
3076;207;110;99;Unused137
3077;207;110;100;Unused138
3078;207;110;101;Unused139
3079;207;110;102;Unused140
3080;207;110;103;Unused141
3081;207;110;104;Unused142
3082;207;110;105;Unused143
3083;207;110;106;Unused144
3084;207;110;107;Unused145
3085;207;110;108;Unused146
3086;207;110;109;Unused147
3087;207;110;110;Unused148
3088;207;110;111;Unused149
3089;207;110;112;Unused150
3090;207;110;113;Unused151
3091;207;110;114;Unused152
3092;207;110;115;Unused153
3093;207;110;116;Unused154
3094;207;110;117;Unused155
3095;207;110;118;Unused156
3096;207;110;119;Unused157
3097;207;110;120;Unused158
3098;207;110;121;Unused159
3099;207;110;122;Unused160
3100;207;110;123;Unused161
3101;207;110;124;Unused162
3102;207;110;125;Unused163
3103;207;110;126;Unused164
3104;207;110;127;Unused165
3105;207;110;128;Unused166
3106;207;110;129;Unused167
3107;207;140;130;Unused168
3108;207;140;131;Unused169
3109;207;140;132;Unused170
3110;207;140;133;Unused171
3111;207;140;134;Unused172
3112;207;140;135;Unused173
3113;207;140;136;Unused174
3114;207;140;137;Unused175
3115;207;140;138;Unused176
3116;219;32;0;UnusedLand0
3117;219;32;1;UnusedLand1
3118;219;32;2;UnusedLand2
3119;219;32;3;UnusedLand3
3120;219;32;4;UnusedLand4
3121;219;32;5;UnusedLand5
3122;219;32;6;UnusedLand6
3123;219;32;7;UnusedLand7
3124;219;32;8;UnusedLand8
3125;219;32;9;UnusedLand9
3126;219;32;10;UnusedLand10
3127;219;32;11;UnusedLand11
3128;219;32;12;UnusedLand12
3129;219;32;13;UnusedLand13
3130;219;32;14;UnusedLand14
3131;219;32;15;UnusedLand15
3132;219;32;16;UnusedLand16
3133;219;32;17;UnusedLand17
3134;219;32;18;UnusedLand18
3135;219;32;19;UnusedLand19
3136;219;32;20;UnusedLand20
3137;219;32;21;UnusedLand21
3138;219;32;22;UnusedLand22
3139;219;32;23;UnusedLand23
3140;219;32;24;UnusedLand24
3141;219;32;25;UnusedLand25
3142;219;32;26;UnusedLand26
3143;219;32;27;UnusedLand27
3144;219;32;28;UnusedLand28
3145;219;32;29;UnusedLand29
3146;219;32;30;UnusedLand30
3147;219;32;31;UnusedLand31
3148;219;32;32;UnusedLand32
3149;219;32;33;UnusedLand33
3150;219;32;34;UnusedLand34
3151;219;32;35;UnusedLand35
3152;219;32;36;UnusedLand36
3153;219;32;37;UnusedLand37
3154;219;32;38;UnusedLand38
3155;219;32;39;UnusedLand39
3156;219;32;40;UnusedLand40
3157;219;32;41;UnusedLand41
3158;219;32;42;UnusedLand42
3159;219;32;43;UnusedLand43
3160;219;32;44;UnusedLand44
3161;219;32;45;UnusedLand45
3162;219;32;46;UnusedLand46
3163;219;32;47;UnusedLand47
3164;219;32;48;UnusedLand48
3165;219;32;49;UnusedLand49
3166;219;32;50;UnusedLand50
3167;219;32;51;UnusedLand51
3168;219;32;52;UnusedLand52
3169;219;32;53;UnusedLand53
3170;219;32;54;UnusedLand54
3171;219;32;55;UnusedLand55
3172;219;32;56;UnusedLand56
3173;219;32;57;UnusedLand57
3174;219;32;58;UnusedLand58
3175;219;32;59;UnusedLand59
3176;219;32;60;UnusedLand60
3177;219;32;61;UnusedLand61
3178;219;32;62;UnusedLand62
3179;219;32;63;UnusedLand63
3180;219;32;64;UnusedLand64
3181;219;32;65;UnusedLand65
3182;219;32;66;UnusedLand66
3183;219;32;67;UnusedLand67
3184;219;32;68;UnusedLand68
3185;219;32;69;UnusedLand69
3186;219;32;70;UnusedLand70
3187;219;32;71;UnusedLand71
3188;219;32;72;UnusedLand72
3189;219;32;73;UnusedLand73
3190;219;32;74;UnusedLand74
3191;219;32;75;UnusedLand75
3192;219;32;76;UnusedLand76
3193;219;32;77;UnusedLand77
3194;219;32;78;UnusedLand78
3195;219;32;79;UnusedLand79
3196;219;32;80;UnusedLand80
3197;219;32;81;UnusedLand81
3198;219;32;82;UnusedLand82
3199;219;32;83;UnusedLand83
3200;219;32;84;UnusedLand84
3201;219;32;85;UnusedLand85
3202;219;32;86;UnusedLand86
3203;219;32;87;UnusedLand87
3204;219;32;88;UnusedLand88
3205;219;32;89;UnusedLand89
3206;219;32;90;UnusedLand90
3207;219;32;91;UnusedLand91
3208;219;32;92;UnusedLand92
3209;219;32;93;UnusedLand93
3210;219;32;94;UnusedLand94
3211;219;32;95;UnusedLand95
3212;219;32;96;UnusedLand96
3213;219;32;97;UnusedLand97
3214;219;32;98;UnusedLand98
3215;219;32;99;UnusedLand99
3216;219;32;100;UnusedLand100
3217;219;32;101;UnusedLand101
3218;219;32;102;UnusedLand102
3219;219;32;103;UnusedLand103
3220;219;32;104;UnusedLand104
3221;219;32;105;UnusedLand105
3222;219;32;106;UnusedLand106
3223;219;32;107;UnusedLand107
3224;219;32;108;UnusedLand108
3225;219;32;109;UnusedLand109
3226;219;32;110;UnusedLand110
3227;219;32;111;UnusedLand111
3228;219;32;112;UnusedLand112
3229;219;32;113;UnusedLand113
3230;219;32;114;UnusedLand114
3231;219;32;115;UnusedLand115
3232;219;32;116;UnusedLand116
3233;219;32;117;UnusedLand117
3234;219;32;118;UnusedLand118
3235;219;32;119;UnusedLand119
3236;219;32;120;UnusedLand120
3237;219;32;121;UnusedLand121
3238;219;32;122;UnusedLand122
3239;219;32;123;UnusedLand123
3240;219;32;124;UnusedLand124
3241;219;32;125;UnusedLand125
3242;219;32;126;UnusedLand126
3243;219;32;127;UnusedLand127
3244;219;32;128;UnusedLand128
3245;219;32;129;UnusedLand129
3246;219;32;130;UnusedLand130
3247;219;32;131;UnusedLand131
3248;219;32;132;UnusedLand132
3249;219;32;133;UnusedLand133
3250;219;32;134;UnusedLand134
3251;219;32;135;UnusedLand135
3252;219;32;136;UnusedLand136
3253;219;32;137;UnusedLand137
3254;219;32;138;UnusedLand138
3255;219;32;139;UnusedLand139
3256;219;32;140;UnusedLand140
3257;219;32;141;UnusedLand141
3258;219;32;142;UnusedLand142
3259;219;32;143;UnusedLand143
3260;219;32;144;UnusedLand144
3261;219;32;145;UnusedLand145
3262;219;32;146;UnusedLand146
3263;219;32;147;UnusedLand147
3264;219;32;148;UnusedLand148
3265;219;32;149;UnusedLand149
3266;219;32;150;UnusedLand150
3267;219;32;151;UnusedLand151
3268;219;32;152;UnusedLand152
3269;219;32;153;UnusedLand153
3270;219;32;154;UnusedLand154
3271;219;32;155;UnusedLand155
3272;219;32;156;UnusedLand156
3273;219;32;157;UnusedLand157
3274;219;32;158;UnusedLand158
3275;219;32;159;UnusedLand159
3276;219;32;160;UnusedLand160
3277;219;32;161;UnusedLand161
3278;219;32;162;UnusedLand162
3279;219;32;163;UnusedLand163
3280;219;32;164;UnusedLand164
3281;219;32;165;UnusedLand165
3282;219;32;166;UnusedLand166
3283;219;32;167;UnusedLand167
3284;219;32;168;UnusedLand168
3285;219;32;169;UnusedLand169
3286;219;32;170;UnusedLand170
3287;219;32;171;UnusedLand171
3288;219;32;172;UnusedLand172
3289;219;32;173;UnusedLand173
3290;219;32;174;UnusedLand174
3291;219;32;175;UnusedLand175
3292;219;32;176;UnusedLand176
3293;219;32;177;UnusedLand177
3294;219;32;178;UnusedLand178
3295;219;32;179;UnusedLand179
3296;219;32;180;UnusedLand180
3297;219;32;181;UnusedLand181
3298;219;32;182;UnusedLand182
3299;219;32;183;UnusedLand183
3300;219;32;184;UnusedLand184
3301;219;32;185;UnusedLand185
3302;219;32;186;UnusedLand186
3303;219;32;187;UnusedLand187
3304;219;32;188;UnusedLand188
